ENTITY, TYPE, COUNT
Call just to talk if you like,PER,1
Will do} market of risque books,PER,1
We have new stereo sys-| wingers,MISC,1
Box 99097 Sta 0 groove with,MISC,1
if your group has R’ y anymore,ORG,1
1 th st & MARRIAGE THING ,MISC,1
Na teply kov se sklovina lepi,MISC,1
sklovina se na piStalu nabaluje a,LOC,1
Flanders has never before organized a comprehensive,MISC,1
Final information about WCC International Conference ,MISC,1
order to obtain hotel space reserved  ,MISC,1
vh Museum Boymans - Van Beuningen,LOC,1
zat de familie in de kerk,MISC,1
op een parkeerplaats voor een woonhuis ge-,MISC,1
kreeg hij de lachers op zijn ,PER,1
missaris van de Koningin van Zuid Holland,PER,1
Het lijkt wel of het Fort ,LOC,1
Het is leuk om te zien,MISC,1
Bi har anfortrott sig at mig,MISC,1
Skruva i en ny ljusrik Lu-  malampa,PER,1
kan eveneens een beroep op het fonds,PER,1
na de toekenning van de aanvraag ,LOC,1
nog woont op dat mooie huisje,ORG,1
de r van Dirk de Leeuw,ORG,1
dat het practisch nutteloos is het ,LOC,1
loopt het gewicht dus op van ,PER,1
dat de rechtheid van de gehele buis,LOC,1
afwijkt van die van de buisstukken,PER,1
door geleiding van de draad ge-,PER,1
Aan de leden van de besturen,MISC,1
welke de politieke zuivering van het,PER,1
oO 55 4 kunnen -doox ce,MISC,1
hij de vorm van de plastiek modelleert,PER,1
hij een oude techniek van het,ORG,1
to well known foundations and corporations,ORG,1
This is done through our catalogs,MISC,1
all managed by Donna Jean Dreyer,MISC,1
money to support The Penland Magic,MISC,1
do we ask for their help,MISC,1
postponing their priority list for awhile,ORG,1
I swing back and forth from,ORG,1
record the gifts and thank the ,MISC,1
been a few things going on,ORG,1
and is coming again soo with,MISC,1
u uit voor de opening van ,MISC,1
The exhibition space has been admirably built,MISC,1
Het werd Het blijft de moeite waard,MISC,1
bij de opening van de Olympische Winterspelen,PER,1
Oslo voor een werkbezoek aan zijn Noorse collega,LOC,1
Vinr de Iraanse schrijver Nasim Khaksar,PER,1
is echter bij de presentatie van de,MISC,1
ik ver- slingerd aan het materiaal glas,MISC,1
mij nog dagelijks van pas komt,MISC,1
.... a big participation of our,MISC,1
op een theetafel met een boven- ,MISC,1
welke welke discplines van de kunst ,PER,1
asoo iq wet Ytev sved tloaye,MISC,1
California ast Bay and Northern California Chapters,LOC,1
cha le Workshop Toledo Museum of Art,ORG,1
Visiting Artists Program E.S.E.Z. Title ILI,ORG,1
California College of ARts and Crafts,ORG,1
we ook het mededelingenblad van Singer,ORG,1
Subsidies voor de vervaardiging van films,PER,1
onderwerp hebben de werkgebieden van het,PER,1
owt ne he ee ee 428,MISC,1
Scotland  The Art Gallery of Western Australia  Queen,LOC,1
| the single most important area to,MISC,1
is derived from the glass praduced,MISC,1
Just a fev areas to consider,PER,1
answer to my call for help,MISC,1
order to keep the show going,MISC,1
I gained more from him than,MISC,1
such a kind and human manner,ORG,1
| evenwel de uitvoering van dit plan,MISC,1
verband met het voorgaande te ver- ,ORG,1
Not content to imitate past per- formances,MISC,1
Het polderland oefent op steeds meer,ORG,1
dat de financi#le positie van de,PER,1
The solubility of gold increases with temperature,MISC,1
The rods go from pink to black,MISC,1
This is added to the main ,MISC,1
The fol- lowing are also from Silverman’s,MISC,1
This means the melt is dumped into,MISC,1
Then fill the pot and top,MISC,1
use modern pyrex labware for mixing,MISC,1
The solutions are dangerous and gold ,ORG,1
waarbij de kool met metaal is geimpregneerd,MISC,1
dat de stroom van de rijdraad afneemt,PER,1
a la publicité et a l'image didactique,LOC,1
word and illustration are so intricately related,MISC,1
The press-book presented for the diploma can be,MISC,1
het orgaan van de Nederlandse Fe= ,MISC,1
ik ondertussen met een vriendelijke groet,MISC,1
aan de kleine plastieken van glas,PER,1
verband is het van belang te,ORG,1
Building the Inside of the Furnacé,MISC,1
+scacceorsesasowpepestorss Filling the Space Between the Pot,ORG,1
De ont- wikkeling van deze nog zeer,MISC,1
voor de verwezen- lijking van deze méthode,MISC,1
moet de omtreksnelheid van de draaiende trommels,PER,1
De créaties van     de beroemde Italiaanse ,MISC,1
’ bezighoudt en de mensen over ,MISC,1
maar dat heb ik al eens,MISC,1
Op 23 en nog eens op 30 okt,MISC,1
Derhalve op di 15 okt om,MISC,1
If you are making a living,PER,1
if | started out again | ,ORG,1
And if you have a good location,MISC,1
| go home to my little ,MISC,1
Peter Wickman and Ike Gildersleeve of The Glasshouse,PER,1
charge of the building and grounds,LOC,1
Penland publications are composed on computers,ORG,1
The process is indeed a search,MISC,1
Annex to school visitors and new ,ORG,1
na de sluiting van het Centrum,LOC,1
een veelvoud van hun vrije tijd,PER,1
Het GSA is 't ook dubbel,MISC,1
teruggang van de exporten van katoe- ,PER,1
ten aanzien van de invoer van Japan,ORG,1
kan een Bachelor of Arts degree behaald,MISC,1
is de mogelijkheid van combineren van studies,LOC,1
kastje voor bevestiging aan de wand,ORG,1
ranging from the liberal art courses,MISC,1
Scandinavia and countries of Eastern Europe,ORG,1
considerable support for the view that,MISC,1
The disks can be arranged vertically ,MISC,1
casing of the glass bubble to,ORG,1
En raison de la demande pour ,PER,1
en van  de Werkgroep-Glas aan de Rietveld,PER,1
PouZije-li se dvou rozli¢énych barev zakladni,MISC,1
ik verzoek u het weer mee,ORG,1
The new scholar- ship program has resulted,MISC,1
University of California at Los Angeles,ORG,1
six students per session agree to ,MISC,1
Teaching Assistants are talented emerging artists,ORG,1
Lite agg och mjolk och groénsaker,PER,1
nar vi hojde vara glas i,PER,1
export advisory board on German handwork,ORG,1
What results of the present creative,MISC,1
I have always before me the ,MISC,1
Assuming the role of last speaker,MISC,1
obliged to repeat certain essential prin- ciples,ORG,1
had been negative you can imagine,MISC,1
Vinat u dat u de erkenning,MISC,1
Of het meer moet zijn of minder,MISC,1
Op het ogenblik doe ik niets,MISC,1
Ik werd zo moe van die ,MISC,1
tal van grondstoffen voor de @lasfbricage,PER,1
Les exécutants d’autrefois étaient aussi les concepteurs,LOC,1
L’>homme pense parce qu’il a une main,MISC,1
il est au moins un nom qui,ORG,1
Puis on entreprend le débit du dessin,MISC,1
forwarded a copy of the enclosed ,MISC,1
This would mean a minimum of ,MISC,1
’ De insider of kenner zal immers,MISC,1
Grants for young craftsmen and the Bursary,ORG,1
while a grant is paid to,MISC,1
with the help of the British Council,MISC,1
year at the Royal College of Art,MISC,1
geholpen zijn  individualiteit en zijn authenticiteit te,MISC,1
Notulen van de vergadering van ‘,PER,1
het Victoria and Albert Museum te,LOC,1
chairman  van het art-depertment ven de lererenopleiding,PER,1
Brief introductory meeting of the International Council,MISC,1
If you cannot come ne pees,MISC,1
paid  for a delegate and a limited,MISC,1
we wonder if you could help,ORG,1
us the names of others who,MISC,1
K.T.O. en bedrag van code 1 ,MISC,1
dan een sliblijn op de } ,PER,1
De engobe moet zo dun mogelijk,MISC,1
het op ecnvoudize wijze goed gait,MISC,1
contact with you about the planned ,MISC,1
invloed op de vorming van die ,ORG,1
het obligatiefonds Rorento en het Amro Obligatie,MISC,1
maakt.u een reisje over de Rijn Ditis,PER,1
van de zijde van de leden,PER,1
aan de plek waar het kunstwerk komt,LOC,1
deze plek bij wijze van uitzondering vrij,PER,1
de tweede helft van de jaren ,LOC,1
wij U een cheque van £1,MISC,1
oon Goa + beaucoup de succds,ORG,1
Voorts een leader voor een prograumaatje,LOC,1
U aan te treffen een programma ,MISC,1
Dit glas is diep van kelk,MISC,1
the $100.00 for your Conference expenses,MISC,1
The Conference halls and courts are excellent,MISC,1
For those not taking a trip,MISC,1
het voortbestaan van de werkgroep glas,LOC,1
de werkplaats van Durk en Anna Carlgren,LOC,1
uit de vitrines van de opengebroken,MISC,1
de vitrine werd een werkstuk ongerept,MISC,1
en voor ons een compleet raadsel,MISC,1
het OLVG voor de tweede liesbreuk-operatie,MISC,1
us speak first of a few ,MISC,1
by the formation of cultural centres,MISC,1
the creation of cultural meeting centres both,MISC,1
their own field of their own workers,MISC,1
is at least one organisation from,MISC,1
is a model common to all,MISC,1
makes decisions on questions of general ,ORG,1
is usually devoted to basic articles only,MISC,1
the publication and the distribution of ,MISC,1
Carolina exhibition and to meet the ,ORG,1
having perhaps the possibility to do ,MISC,1
dont la banalité finit par passer ,PER,1
techniques picturales dont se rapproche le ,ORG,1
tutored courses and on their ability to,MISC,1
we can usually help students to ,ORG,1
The workshops and studios are open,MISC,1
Saturday mornings during the Centre's terms ,MISC,1
je van de leerlingenlijst af te,PER,1
moest ik een baantje 's avonds,MISC,1
ik ziek en ben een tijdje weggeweest,MISC,1
accoord dat u mij van de leerlingenlijst,MISC,1
my case to a height of ,MISC,1
if not stop the feeding process,ORG,1
is the following sequence of phenomena,MISC,1
answer to my similar query from,MISC,1
for heating through the two electrodes,MISC,1
I feel that once you have,MISC,1
set the transformer to a suitable setting,MISC,1
aan de Internationale Zomeracademie voor beeldence en,ORG,1
langs de ruwe bergpas van Thermopylae,PER,1
including one I made with Gary,MISC,1
painting from the Academy of Applied Arts ,MISC,1
He is one of the most ,MISC,1
Mills received  a Creative Glass Center of America,MISC,1
the search for ex- pression of form,MISC,1
the early part of the century,MISC,1
early days of working with weavers,ORG,1
which had been established by the Episcopal,PER,1
Compared with the heavy rough-hewn looms known,PER,1
The Episcopalians that sponsored the Appalachian School,MISC,1
Although at first adverse to the ,MISC,1
Chapel Hill and a cousin of Lucy's,MISC,1
Located at the far end of ,MISC,1
and the weavers met twice a week,MISC,1
did finishing work on woven articles,ORG,1
only one fibers or surface design ,PER,1
for which some prior experience is  ,MISC,1
my 93rd year of life and ,MISC,1
The abnormally high concentration of women,MISC,1
order for the field to survive,MISC,1
We'll be studying all of your comments,PER,1
he turned from ceramics to the medium,MISC,1
Jiurope on a grant from the University,MISC,1
city and regional planning and design,MISC,1
In the U.S. it never reached,MISC,1
possible with other media and color transparencies,MISC,1
’ forms not of a utilitarian,MISC,1
the         consumers’ plants,MISC,1
the clothing and the furniture of that ,MISC,1
ne connait pas les frontié- res politiques,ORG,1
en verre ou en ‘pate de  verre,ORG,1
sibilités de cet art jeune qu’,LOC,1
Hot and cold techniques including stained glass,LOC,1
Hot and cold techniques including stained glass,MISC,1
over de werking van de eigenlijke heat-pipe,PER,1
principe is het omvangrijk verhuurprogramma voor elek- ,MISC,1
mits ze goed op elkaar zijn ,ORG,1
waarde van meer dan een mil- joen,PER,1
de samenstelling van de Commissie Lerarenopleiding,LOC,1
le Prix du Verre & COBOURG,MISC,1
dan om scholen van een andere richting,LOC,1
Groningen en van de Friese Bouwkring,LOC,1
Leeuwarden en op vrijdag 22 januari,LOC,1
I started arranging to lit my glass-furnace,ORG,1
otherwise we have to sent them,MISC,1
Corning and the Marinot to the ,MISC,1
met de uitgever spreek ik over,LOC,1
with lvan McMeekin at Sturt Pottery,PER,1
methods and maps of the area,MISC,1
I now have a working pottery,MISC,1
and the sloping kiln-site is a,MISC,1
which can hardly fail to please,ORG,1
Denmerk and for the past decade,ORG,1
The Complete Book of Ceramic Art,MISC,1
His current work includes a 500,ORG,1
but it was part of the tradition,MISC,1
Harvey made the first break with,MISC,1
Michel Mourlot participe a4 la création du,PER,1
Dit is een vereniging van besturen,MISC,1
Saksen en wir ten te hulp géroepéen,LOC,1
beeld van de betekenis van deze,PER,1
met gebruikmaking van de mij krachtens,PER,1
deel van de kosten en het over,PER,1
one of the two communal open-air kitchens,LOC,1
met de keuze van de kunste- ,MISC,1
naar aanleiding van het door u ,MISC,1
Lai dhe 7 ant Fy ee,MISC,1
druivenbrandewijn aan de verse most toe te,PER,1
helft van de 18e eeuw leefde,PER,1
het 5 mei-comité Gouda en een werkgroep,MISC,1
is the name of an exhibition,MISC,1
colleges and poly- technics offering glass courses,MISC,1
the largest single factor of change has,MISC,1
Colleges of Further and Higher Education,LOC,1
Stourbridge and Edinburgh and the Royal College,MISC,1
of the introduction of studio glass,MISC,1
Most Glass courses are at BA,MISC,1
All Degree courses have Associated and Theoretical,MISC,1
K.Sanders op uitnodiging een uiteenzetting voor,MISC,1
overleed de Viaamse architect Paul Felix,LOC,1
gewijd aan de uitbouw van de afdeling,LOC,1
jargon van het Franse of het Italiaanse,PER,1
het gesprek met hem verder te,PER,1
’ oplei- dingsperiode aan de Leuvense Universiteit,MISC,1
Ac Sees Bjan Ockic adh Miuargeet,MISC,1
Warhol is nog altijd f 800,MISC,1
maar vanuit een tech- de studenten,LOC,1
prent van een serie van 66n’’,MISC,1
hun produ  want de kopers van deze,PER,1
d'avoir été accepté comme membre de ,ORG,1
pour les etudiants de moins de ,ORG,1
La presence de représen- tants d'autres organisations,LOC,1
Le grand public manque de con- Cor,MISC,1
ou tout autre besoin drordre professionnel,ORG,1
En marzo de LS 67se procedera a,MISC,1
con la partici- pacidn de 250 personas,MISC,1
hij bekroond met de Thérése van Duyl- Schwartze,PER,1
is voor de bewonderaars van de hedendaagse,LOC,1
en uit alle delen van de ,MISC,1
de bibliotheek van alle industrieén en ontwerpers,LOC,1
Bescherming van vormgeving van model- len door,PER,1
The artists decision is philosophy again,MISC,1
ontwerp van de heer D. Cassée,PER,1
ontwerp van mevrouw R. van Eyk,PER,1
en aktiveren van het instellingenbeleid op,MISC,1
bij de voorzitter van het bestuur,MISC,1
de heer L. P. van der Gaag,PER,1
hij/zij een team van 4 leidsters ,MISC,1
Hierbij is de rol van vrijwilligers,MISC,1
personeel en de Stichting Welzijn Ouderen,LOC,1
van contacten met het gecoordineerd bejaardenwerk,PER,1
terrein van onderzoek naar de situatie,PER,1
vertrek van een van haar medewerkers,PER,1
leeftijd en ervaring maximaal f 3.726,-,LOC,1
ii zeSlavgd aan glas zajn kleur-ve ,MISC,1
wij onzen lezers dan ook sterk ,MISC,1
wij een bezoek aan de zoutbergplaats,MISC,1
Wij hebben vrijdom van accijns voor,MISC,1
grove trekken de samenstelling van ons,LOC,1
afval voor het maken van steenen ,ORG,1
een hoogen dunk van de oplei-  ,MISC,1
accordance with the required anealing cycle,MISC,1
{ king van de H. Antonius betitelde,MISC,1
aan de Riet- veldacademie een nieuwe generatie ,LOC,1
het kader van het veertig- | ,MISC,1
we op het terrein van gekleurd glas,ORG,1
een op het noorden of oosten ,ORG,1
naar aanleiding van je meest re- ,MISC,1
veel meer kans op een grote,ORG,1
een kan  en een champagnekoeler voor deze,PER,1
Hij heeft de ingang van het Duitse,PER,1
van de nieuwe winkel van Quartett,PER,1
dat de mens overal boven staat,LOC,1
is een glas waarvan het voetje ,MISC,1
het glas de obscene aanblik van een,PER,1
Bureau d'Etudes de Construction et d’,ORG,1
de mogelijkheden en eigenschap pen van daarvoor,LOC,1
voor de model bouwwerkplaats van belang zijn,MISC,1
Op elke hoek van de driehoek,PER,1
published by Council of Industrial Design,MISC,1
with many hundreds of craft groups,ORG,1
Italié of je bent al verliefd,MISC,1
This is called the pasty range,MISC,1
Capi-Lux Vak het uiterste uit uw ,MISC,1
dan de zeven van de B.D.U.,PER,1
Algemeen Jaaroverzicht van de Secretaris over,PER,1
het betalen van de contributie over,MISC,1
maal uitbrengen van een speciaal Leden-Object,PER,1
door de jury de inzendingen "Loco,LOC,1
het compositorisch geheel zijn de schouders zwak,MISC,1
she checks out the reactions to this concept,MISC,1
’’ the voice and critic inside you,MISC,1
CHAN           ,MISC,1
Is it a dangerous or expensive operation,MISC,1
If you are unsure about the operation,MISC,1
contact the counselling service at the Singapore ,MISC,1
This boy is taking unfair advantage of you,MISC,1
or the Samaritans of Sin- gapore on,MISC,1
who have for years been searching for,MISC,1
’  With the current stress on safety,MISC,1
like getting out and walking during lunch,PER,1
’t have to be one continuous hour,MISC,1
wiDine  The General Assembly may determine what,MISC,1
